alpha,w_low,w_moderate,w_high,valid_f1_macro,valid_balanced_accuracy,proposed_model,base_algorithm,candidate_feature_set
1.0,1.0,1.0,0.7,0.9916986608847776,0.9917325276421322,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.85,1.0,0.9916913207662726,0.9916839318716225,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.3,1.5,0.991689259729655,0.99168553075214,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.0,1.3,0.9916888377758709,0.9916690223850585,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.0,1.5,0.9916874325647352,0.9916511094561696,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.85,1.0,0.9916817974747255,0.9916689357914074,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,1.0,0.9916772350765384,0.9916845796006575,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.3,0.85,0.9916629702142146,0.9917023494554654,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,1.0,0.9916547770861287,0.9916658110957494,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,1.15,0.9916540546815727,0.9916667186057371,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.7,0.85,0.9916477445349902,0.9916329450388016,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.0,1.3,0.9916464062321726,0.9916255983652486,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.85,1.0,0.991643735150002,0.9916340468675,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.5,1.15,0.991627467608613,0.991657024511368,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.5,1.3,0.9916230778633301,0.9916487055549236,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.0,0.7,0.9916210871232902,0.9916543878857168,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.85,0.7,0.991620334189009,0.9916483162281639,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.15,1.5,0.9916137031104416,0.9915931299275345,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,0.85,1.3,0.9916096584467512,0.9915693178390557,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.15,1.5,0.991609463105625,0.9915880735050289,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.7,0.85,0.9916076326171227,0.9915924167362572,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.85,1.15,0.9916063211326245,0.9915842055048724,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.0,1.3,0.9916053251720017,0.9915838598196074,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,0.85,0.9916020303227263,0.9916074987207842,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.3,0.85,0.9915924664990069,0.9916323561575312,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.0,0.7,0.9915921024951947,0.9916266949581467,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.85,0.7,0.9915891070203197,0.9916183760017022,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.3,0.85,0.9915851496989664,0.9916239287866885,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.3,1.15,0.9915850797180047,0.9916082420252824,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,0.85,1.15,0.9915788904934764,0.9915584789638322,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.85,0.85,0.991563761694084,0.9915706004581907,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.3,1.0,0.9915472536585778,0.991577674511856,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.85,0.7,0.9915414497194445,0.9915684909975798,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.7,0.7,0.9915390279633445,0.9915452843753189,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.85,0.85,0.9915390279633445,0.9915452843753189,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.0,1.0,0.9915390279633445,0.9915452843753189,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.15,1.15,0.9915390279633445,0.9915452843753189,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.3,1.3,0.9915390279633445,0.9915452843753189,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.5,1.5,0.9915390279633445,0.9915452843753189,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.85,1.15,0.9915353072934794,0.9915115544498784,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.15,1.3,0.9915278938603566,0.9915239139044422,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.15,1.3,0.9915276342938846,0.9915178422468891,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,1.15,0.9915276049482243,0.9915224445697315,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.5,1.5,0.9915062988495519,0.9915176780413996,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.3,1.0,0.991506235506018,0.9915359359662146,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.0,1.0,0.9915057772609036,0.9915188664637489,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.85,1.15,0.9915042241714739,0.9914816142234169,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,0.85,0.9914969186486408,0.9915172450731452,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.15,1.0,0.9914966326934508,0.9915157757384345,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.15,1.0,0.9914964703890984,0.9915172450731452,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.15,1.5,0.991493741591358,0.9914718470636705,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.7,0.85,0.991493381426042,0.9914777891754166,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,0.7,1.0,0.9914904392304105,0.9914593144218049,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.3,0.85,0.9914837647883656,0.9915239952622928,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.0,0.7,0.9914807791577731,0.9915188092939803,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.5,1.15,0.9914782177977979,0.9915106198833428,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.3,1.0,0.9914763573818783,0.9915074003015603,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.5,1.15,0.991473911619906,0.9915055634608372,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.3,1.5,0.9914689274578817,0.9914662807504105,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,1.15,0.9914685003355993,0.9914679014516756,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.85,1.15,0.9914560799570427,0.9914317292192943,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.15,1.3,0.9914533780590977,0.9914488641840024,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,1.0,0.9914501919756177,0.9914548710686518,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.5,1.0,0.991445721442405,0.9914840935573745,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.15,0.85,0.9914431663962695,0.9914745861785811,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.0,0.7,0.9914382881839621,0.9914753852741706,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,0.85,0.991437888007613,0.9914627019550891,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,1.0,0.9914368751259218,0.9914621401303664,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.3,0.9914321574151889,0.9914437519704057,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.85,1.3,0.9914179213767517,0.9913774798525349,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.3,1.5,0.991415188421381,0.9914029555944346,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.5,0.85,0.9914138392453872,0.9914685221241629,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.5,1.0,0.9914070268589956,0.9914502635100093,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.15,0.85,0.9914049497643845,0.9914385088323243,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.5,1.0,0.9914026627984237,0.9914452070875036,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.15,0.85,0.991400569992224,0.9914334524098187,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.0,0.7,0.9913971929687823,0.9914336467285292,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.15,1.5,0.9913952502684209,0.9913768185952261,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,1.3,0.991394004337522,0.9913937592412236,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,0.85,1.3,0.9913909697973192,0.9913517533114947,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,0.7,1.15,0.9913877452374064,0.9913426993430258,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.7,1.0,0.9913859067090175,0.991352639000735,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.15,1.3,0.9913852761830267,0.9913778556510208,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.0,1.15,0.9913778941554217,0.991365711646576,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.15,0.7,0.9913762319513211,0.9914265892598112,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.5,0.85,0.9913715156947859,0.9914256599290759,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.15,1.0,0.9913601279910286,0.9913885161031423,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.5,1.3,0.9913601279910286,0.9913885161031423,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.3,1.15,0.9913593038612748,0.9913841080990103,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.3,1.5,0.9913484372854636,0.9913385805437289,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,0.7,0.9913475981998566,0.9913683340546147,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,1.15,0.991342070847098,0.9913365705157041,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,1.0,0.9913402345198506,0.9913316006868493,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.7,0.7,0.9913388269111049,0.9913437010497992,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.15,0.7,0.9913338528538919,0.9913837270647243,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.15,0.7,0.9913312234803695,0.99138091794111,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.3,0.85,0.9913295834882089,0.9913745653711956,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.85,1.0,0.9913133813766937,0.9913023954724126,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,0.85,0.9913123600039371,0.9913357790232494,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.7,0.7,0.9913008025821491,0.9913070836995671,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.5,1.3,0.9912892760606006,0.991313099566029,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.3,0.85,0.9912884152385062,0.9913328268255545,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.15,0.85,0.991285021844861,0.9913172259684605,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.0,1.15,0.991274274209425,0.9912646544727348,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.15,1.15,0.9912734322207615,0.9912786775807197,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,1.15,0.9912628217877472,0.9912569614245781,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.85,0.85,0.9912625766471416,0.9912669658551909,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.3,0.85,0.9912589179006703,0.9913042911608999,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.3,1.0,0.9912565603938329,0.9912881502998309,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.0,0.85,0.9912501458057653,0.9912803495266145,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.5,0.9912458533072591,0.9912458423263318,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.0,1.5,0.9912436731381548,0.9912055000500241,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.3,1.3,0.9912352550041531,0.9912403099834156,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,0.85,0.9912324595550471,0.9912517619279916,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.7,1.0,0.991231078926628,0.9911974831373499,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,1.3,0.9912288712247733,0.9912090216755769,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.5,1.15,0.9912208198497571,0.9912535641090322,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.15,0.85,0.9912037239984183,0.9912317395384921,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.0,1.5,0.9912006265944554,0.9911620760302143,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.0,1.3,0.9912003955539458,0.9911752352697064,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.15,1.5,0.9912003955539458,0.9911752352697064,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.0,1.0,0.9911979960581437,0.9912030660355571,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.15,1.5,0.9911907410373578,0.9911685581459357,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,1.3,0.9911904581444925,0.9911688390582972,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.85,1.0,0.9911902954279627,0.9911763370984046,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.15,0.9911780767058663,0.9912001793001043,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.0,1.15,0.9911720208961717,0.9911708573787955,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.85,0.85,0.9911711232331303,0.9911787440563241,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,1.3,0.9911710348647794,0.9911544785575209,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.3,1.3,0.9911688968432792,0.9911759349327097,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.0,1.5,0.9911590912182159,0.9911203374845732,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.15,1.5,0.9911548372391187,0.9911339719551372,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.85,1.0,0.9911534202959621,0.9911431336486657,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.3,0.7,0.9911521892088411,0.9912137347801521,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.7,0.85,0.9911521238853008,0.9911356574293056,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,1.5,0.9911507183873156,0.9911134012691885,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.5,1.0,0.9911498131424951,0.9911932077356984,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.0,0.85,0.9911425204219032,0.991170065886341,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.85,0.7,0.9911401645385469,0.9911721829500865,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,1.5,0.9911324608700998,0.991113453203157,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.15,1.15,0.991131636044064,0.9911386909848514,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.5,1.5,0.991131636044064,0.9911386909848514,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.85,1.3,0.9911264565049386,0.991085556975064,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.5,0.85,0.9911185789807986,0.9911728178401865,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,0.85,0.85,0.9911117093940871,0.9911172120995763,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.7,0.7,0.9911109164133527,0.9911146191154199,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.5,1.5,0.991096615294353,0.9911103066867515,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.85,1.3,0.9910960042974456,0.9910556167486027,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.0,1.0,0.9910948216133556,0.9911020088617156,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.15,1.0,0.9910946569708661,0.9911219093085432,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,1.5,0.9910932473125058,0.9910588581511326,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.7,0.7,0.9910839130326585,0.9910885250683674,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.3,0.7,0.9910822253673547,0.991143741482218,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.7,0.85,0.9910764096735308,0.9910663336811538,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.0,1.0,0.991075091527371,0.9910808108888021,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.3,0.7,0.9910740878745576,0.9911353141113753,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,0.7,0.9910571302169479,0.9910889867711655,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.3,1.15,0.9910556073915068,0.9910791337071071,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.15,1.3,0.9910541958854044,0.991048840192246,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.85,0.7,0.9910519253932834,0.9910775777787455,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.85,0.85,0.9910478096320783,0.9910526856823161,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.85,1.3,0.9910467154651313,0.99100573174448,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,0.7,1.15,0.9910447937343531,0.9910002000909025,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,1.15,0.9910416555039044,0.9910196471274054,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.3,0.85,0.9910394730997115,0.9910850411591706,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.15,1.3,0.9910369550269439,0.9910260862909706,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,0.85,1.0,0.9910363712070153,0.9910214621473808,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.5,1.15,0.9910339564461338,0.9910636495568852,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.0,1.3,0.9910210189288869,0.9910031259213886,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.85,0.7,0.9910081883278424,0.9910278011890213,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.85,1.0,0.9910003036893295,0.990991067821256,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,0.7,0.9909998807695038,0.9910344436531097,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.3,1.15,0.9909896397207542,0.9910147586564014,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.3,1.3,0.9909850045775004,0.9909988557555374,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,0.7,0.9909833477659241,0.991018625967219,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.15,0.85,0.9909826711262099,0.9910139370507257,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.3,0.7,0.9909740036691331,0.9910353805869795,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.85,1.15,0.9909652066281446,0.9909408160004601,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,1.3,0.990963642746553,0.9909435385304234,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.0,1.15,0.9909625381747151,0.9909495672358203,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.0,0.990959959686102,0.990989723485891,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.15,1.0,0.9909533037254036,0.9909819227126747,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.5,1.3,0.9909533037254036,0.9909819227126747,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.15,1.15,0.9909482350602151,0.9909604233853297,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.3,1.5,0.9909417914587154,0.9909336726274299,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.85,1.15,0.9909411950122923,0.9909096225787458,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.15,1.5,0.9909340192936567,0.9909086284751072,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.15,0.7,0.990933288962944,0.9909830328338466,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,0.85,0.9909251068136232,0.990958832107947,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.0,0.85,0.9909091938136707,0.9909381311868527,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,0.85,0.85,1.5,0.9909066718560443,0.9908504681560353,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,0.85,0.85,0.990893895157496,0.9908978107312922,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,1.5,0.9908851832097237,0.990847918124035,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.0,1.3,0.9908584037306607,0.9908330169299445,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.5,1.0,0.9908526235007802,0.9908907186028918,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,1.3,0.9908525898645412,0.9908129214750679,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.7,0.85,0.9908486545136223,0.9908315257744865,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.7,0.85,0.990848044855758,0.9908372517467745,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.5,1.3,0.990843426531293,0.9908696726858713,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.15,0.7,0.9908216791845268,0.9908777831059924,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.15,0.7,0.9908167348732929,0.9908727266834868,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.0,0.7,0.9908149528549544,0.9908529128303106,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.7,0.85,0.9908146795819013,0.9907986898307598,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.7,1.0,0.9908123451458445,0.9907816196389554,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.3,1.0,0.9908107764160549,0.9908506218899241,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.5,1.15,0.9908107764160549,0.9908506218899241,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.0,0.85,0.9908067210809125,0.9908370740130112,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.15,1.15,0.9908011443516282,0.9908096755260763,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.15,1.5,0.9907927508257841,0.9907686418792389,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,0.7,0.9907924749579539,0.9908235036260121,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.0,1.0,0.9907828227333267,0.9907869216248012,CatBoost-RGC,CatBoost,RGC-RiskIndicator-Graph
